Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;9;Serviço;170205-90005/2022;SERVIÇO DE OUTSOURCING DE IMPRESSÃO PARA DRF RIO BRANCO E UNIDADES JURISDICIONADAS.;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;151;OUTSOURCING DE IMPRESSÃO  -  MODALIDADE FRANQUIA  MAIS EXCE-DENTE DE PÁGINAS;;;26573;OUTSOURCING DE  IMPRESSÃO - PÁGINAS A4 - MONOCROMÁTICO - DENTRO DA FRANQUIA SEM PAPEL;PAG/MÊS;201600,0000;0,1500;30240,0000;0,0000;02/10/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;10;Obras e Serviços de Engenharia;170205-90006/2022;REFORMA IRF EPITACIOLÂNDIA;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;541;SERVIÇOS GERAIS DE CONSTRUÇÃO DOS EDIFÍCIOS;;;1619;OBRAS CIVIS DE EDIFICAÇÃO PREDIAIS;UN;1,0000;750000,0000;750000,0000;0,0000;03/07/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;11;Serviço;170205-90007/2022;MANUTENÇÃO DE ELEVADOR PARA A DRF/RIO BRANCO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;3557;INSTALAÇÃO / MANUTENÇÃO - ELEVADORES, ESCADAS ROLANTES, MON-TA - CARGAS / PLATAFORMA / ESCADAS;UN;12,0000;5958,7000;71504,4000;0,0000;31/05/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;12;Serviço;170205-90008/2022;SERVIÇO DE AGENCIAMENTO DE VIAGENS PARA DRF/RIO BRANCO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;678;SERVIÇOS DE AGÊNCIA DE VIAGENS, OPERADORAS DE TURISMO E GUIATURÍSTICO;;;3719;PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS;UN;105,0000;921,4300;96750,1500;0,0000;24/07/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;13;Serviço;170205-90010/2022;SERVIÇO POSTAL PARA A DRF RIO BRANCO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;681;SERVIÇOS POSTAL E DE CORREIO;;;14982;EMBALAGEM / ETIQUETAGEM / POSTAGEM - ENCOMENDA;UN;1200,0000;17,0000;20400,0000;0,0000;02/01/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;14;Serviço;170205-90011/2022;SERVIÇO DE APOIO ADMINISTRATIVO PARA A DRF/RBO E IRF/EPITACIOLÂNDIA;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;5380;PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO;UN;5,0000;53744,0200;268720,1000;0,0000;02/01/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;15;Serviço;170205-90011/2022;SERVIÇO DE APOIO ADMINISTRATIVO PARA A DRF/RBO E IRF/EPITACIOLÂNDIA;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;671;SERVIÇOS DE CARGA E DESCARGA;;;15890;ESTIVA - CARREGADOR / OPERADOR CARGA;UN;3,0000;32430,0000;97290,0000;0,0000;02/01/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;16;Serviço;170205-90012/2022;SERVIÇO DE ÁGUA E ESGOTO PARA A DRF RIO BRANCO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;692;SERVIÇOS DE DISTRIBUIÇÃO DE ÁGUA ATRAVÉS DE TUBULAÇÃO;;;22845;FORNECIMENTO DE ÁGUA E COLETA DE ESGOTO SANITÁRIO;UN;6851,0000;15,9100;108999,4100;0,0000;02/01/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;17;Serviço;170205-90013/2022;SERVIÇO DE RECARGA DE EXTINTORES PARA A DRF RIO BRANCO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;872;SERVIÇOS DE REPARO DE OUTROS BENS;;;3662;MANUTENÇÃO EXTINTORES / MANGUEIRAS - COMBATE INCÊNDIO;UN;74,0000;55,0000;4070,0000;0,0000;02/10/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;18;Serviço;170205-90014/2022;INTERMEDIAÇÃO DE ESTÁGIO PARA A DRF/RIO BRANCO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;15156;ADMINISTRAÇÃO / EXECUÇÃO PROJETO EDUCACIONAL - CONVÊNIO / ESTÁGIO / UNIVERSITÁRIO / MONITOR;-;8,0000;408,0000;3264,0000;0,0000;02/05/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;19;Serviço;170205-90009/2022;CONTRATAÇÃO DE GESTÃO DA FROTA DA DRF RIO BRANCO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;25518;ADMINISTRAÇÃO / GERENCIAMENTO-MANUTENÇÃO VEÍCULO AUTOMOTIVO;UN;12,0000;3549,2000;42590,4000;0,0000;31/07/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;20;Serviço;170205-90015/2022;SERVIÇO DE DESINSETIZAÇÃO PARA A DRF/RIO BRANCO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;943;SERVIÇOS DE SANEAMENTO E SERVIÇOS SIMILARES;;;3417;DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO;UN;4,0000;2940,0000;11760,0000;0,0000;01/08/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;21;Serviço;170205-90017/2022;INTERNET BANDA LARGA PARA A IRF EPITACIOLÂNDIA;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26174;ACESSO A INTERNET - STFC (BANDA LARGA);MBPS;4,0000;7849,9500;31399,8000;0,0000;01/05/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;22;Serviço;170205-90016/2022;INTERNET BANDA LARGA PARA A IRF CRUZEIRO DO SUL;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26174;ACESSO A INTERNET - STFC (BANDA LARGA);MBPS;4,0000;6600,0000;26400,0000;0,0000;01/05/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;23;Serviço;170205-90018/2022;TELEFONIA MÓVEL PARA A DRF RIO BRANCO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26387;PACOTE DE SERVIÇOS SMP (VOZ, DADOS, SMS, ETC);UN;12,0000;524,1000;6289,2000;0,0000;31/01/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;24;Serviço;170205-90020/2022;FORNECIMENTO ENERGIA ELÉTRICA BAIXA TENSÃO PARA AS UNIDADES: IRF/ASB, IRF/CZL E IRF/EPI;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;691;SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE E DISTRIBUIÇÃO DE  GÁS ATRAVÉS DE TUBULAÇÃO;;;4120;ENERGIA ELÉTRICA - FORNECIMENTO MERCADO REGULADO;UN;75654,0000;0,9800;74140,9200;0,0000;02/01/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;25;Serviço;170205-90021/2022;FORNECIMENTO ENERGIA ELÉTRICA DE MÉDIA TENSÃO PARA A DRF/RIO BRANCO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;691;SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE E DISTRIBUIÇÃO DE  GÁS ATRAVÉS DE TUBULAÇÃO;;;4120;ENERGIA ELÉTRICA - FORNECIMENTO MERCADO REGULADO;UN;553245,0000;0,8800;486855,6000;0,0000;02/10/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;26;Serviço;170205-90022/2022;TAXA LICENCIAMENTO DE VEÍCULOS DA DRF RBO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;711;SERVIÇOS DE INTERMEDIAÇÃO FINANCEIRA,EXCETO SERVIÇO BANCÁRIODE INVESTIMENTO,SERVIÇOS DE SEGUROS E DE PENSÕES;;;16195;RECOLHIMENTO DE TAXA / IMPOSTO / MULTA;UN;10,0000;226,0000;2260,0000;0,0000;02/01/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;27;Serviço;170205-90023/2022;TAXA DE RECOLHIMENTO DE LIXO PARA A DRF/RBO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;711;SERVIÇOS DE INTERMEDIAÇÃO FINANCEIRA,EXCETO SERVIÇO BANCÁRIODE INVESTIMENTO,SERVIÇOS DE SEGUROS E DE PENSÕES;;;16195;RECOLHIMENTO DE TAXA / IMPOSTO / MULTA;UN;1,0000;2327,5100;2327,5100;0,0000;02/01/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;28;Serviço;170205-90024/2022;CONTRIBUIÇÃO DE ILUMINAÇÃO PÚBLICA DA DRF/RBO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;711;SERVIÇOS DE INTERMEDIAÇÃO FINANCEIRA,EXCETO SERVIÇO BANCÁRIODE INVESTIMENTO,SERVIÇOS DE SEGUROS E DE PENSÕES;;;20010;RECOLHIMENTO CONTRIBUIÇÃO / ANUIDADE;UN;12,0000;1259,3600;15112,3200;0,0000;02/01/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;29;Serviço;170205-90025/2022;MANUTENÇÃO DA SUBESTAÇÃO DA DRF/RIO BRANCO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;4871;MANUTENÇÃO DE SUBESTAÇÕES DE ENERGIA ELÉTRICA ATÉ 69KV;UN;1,0000;8500,0000;8500,0000;0,0000;30/06/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;30;Serviço;170205-90026/2022;MANUTENÇÃO DO SISTEMA DE COMBATE A INCÊNDIO DA DRF/RBO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;2763;MANUTENÇÃO DE SISTEMAS DE PROTEÇÃO CONTRA INCÊNDIO;UN;2,0000;4500,0000;9000,0000;0,0000;30/06/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;31;Serviço;170205-90027/2022;MANUTENÇÃO DO AR CONDICIONADO CENTRAL DA DRF/RIO BRANCO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;22454;AR CONDICIONADO - MANUTENÇÃO SISTEMA CENTRAL;UN;12,0000;6500,0000;78000,0000;0,0000;30/06/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;32;Serviço;170205-90019/2022;TELEFONIA FIXA PARA A DRF/RBO E UNIDADES JURISDICIONADAS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;141;SERVIÇOS DE TELEFONIA  FIXA COMUTADA  (STFC),  TELECOMUNICA-ÇÕES MÓVEIS (SMP) E TELECOMUNICAÇÕES SATELITAIS;;;26093;ASSINATURA DE DDR;UN;12,0000;2367,4600;28409,5200;0,0000;30/06/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;33;Serviço;170205-90015/2023;CONTRATAÇÃO DE MOTORISTA E COPEIRA PARA DRF RBO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;;;15008;PRESTAÇÃO DE SERVIÇOS DE MOTORISTA;UN;1,0000;9522,2800;9522,2800;0,0000;31/10/2023
DELEGACIA DA REC.FEDERAL EM RIO BRANCO/AC;170205;34;Serviço;170205-90015/2023;CONTRATAÇÃO DE MOTORISTA E COPEIRA PARA DRF RBO;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;14397;PRESTAÇÃO DE SERVIÇOS DE COPEIRAGEM;UN;1,0000;6114,8000;6114,8000;0,0000;31/10/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;12;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;10000,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;36;Serviço;170207-90040/2022;CONTRATAÇÃO DE SERVIÇOS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;660410,4000;0,0000;28/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;37;Serviço;170207-90040/2022;CONTRATAÇÃO DE SERVIÇOS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;;;-;0,0000;0,0000;20000,0000;0,0000;28/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;35;Serviço;170207-90040/2022;CONTRATAÇÃO DE SERVIÇOS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;100000,0000;0,0000;28/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;1;Material;170207-90003/2022;Contratação de empresa para o fornecimento contínuo de café, açúcar e água para atendimento das nece;CNBS (Catálogo Nacional de Bens e Serviços);Material;8955;CAFÉ, CHÁ E CHOCOLATE;911;"CAFÉ";;;-;0,0000;0,0000;20930,0000;0,0000;13/02/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;2;Material;170207-90003/2022;Contratação de empresa para o fornecimento contínuo de café, açúcar e água para atendimento das nece;CNBS (Catálogo Nacional de Bens e Serviços);Material;8960;BEBIDAS NÃO ALCOÓLICAS;19555;ÁGUA MINERAL NATURAL;445485;TIPO: SEM GÁS, MATERIAL EMBALAGEM: PLÁSTICO, TIPO EMBALAGEM: RETORNÁVEL;GRR;2364,0000;17,0000;40188,0000;0,0000;13/02/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;3;Material;170207-90003/2022;Contratação de empresa para o fornecimento contínuo de café, açúcar e água para atendimento das nece;CNBS (Catálogo Nacional de Bens e Serviços);Material;8925;AÇÚCAR, CONFEITOS, CASTANHAS, NOZES E SIMILARES;2063;"AÇÚCAR";353155;TIPO: REFINADO, CARACTERÍSTICAS ADICIONAIS: BRANCO, 1ª QUALIDADE;KG;900,0000;7,6900;6921,0000;0,0000;13/02/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;4;Material;170207-90002/2022;Contratação de empresa para o fornecimento contínuo de café, açúcar e água para atendimento das nece;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;26751;OUTSOURCING DE  IMPRESSÃO - LOCAÇÃO DE EQUIPAMENTO - MONOCROMÁTICO - A4 - ACIMA DE 45 PPM;UN;14,0000;2160,0000;30240,0000;0,0000;13/02/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;5;Material;170207-90002/2022;Contratação de empresa para o fornecimento contínuo de café, açúcar e água para atendimento das nece;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;152;OUTSOURCING DE IMPRESSÃO - MODALIDADE LOCAÇÃO DE EQUIPAMENTOMAIS PÁGINAS IMPRESSAS;;;26859;OUTSOURCING DE IMPRESSÃO - LOCAÇÃO PÁGINAS IMPRESSAS A4 POLICROMÁTICA SEM PAPEL;PAG.;14625,0000;7,2000;105300,0000;0,0000;13/02/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;6;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;6730;EQUIPAMENTO PARA PROJEÇÃO FOTOGRÁFICA;;;;;-;0,0000;0,0000;9500,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;7;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;3590;EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS E  COMERCIAIS;;;;;-;0,0000;0,0000;6000,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;8;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;5836;EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE VÍDEO;;;;;-;0,0000;0,0000;1800,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;9;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;;;;;-;0,0000;0,0000;1000,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;10;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;5835;EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE SOM;;;;;-;0,0000;0,0000;580,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;11;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;7730;FONÓGRAFOS, RÁDIOS E TELEVISORES DE TIPO DOMÉSTICO;;;;;-;0,0000;0,0000;3000,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;13;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;7030;EQUIPAMENTOS DE ARMAZENAMENTO DE DADOS;;;;;-;0,0000;0,0000;350,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;14;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;6665;INSTRUMENTOS E APARELHOS DE DETECÇÃO DE PERIGO;;;;;-;0,0000;0,0000;250,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;15;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;12000,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;16;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;4610;EQUIPAMENTOS PARA PURIFICAÇÃO DE ÁGUA;;;;;-;0,0000;0,0000;440,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;17;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;5836;EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE VÍDEO;;;;;-;0,0000;0,0000;500,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;18;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;5836;EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE VÍDEO;;;;;-;0,0000;0,0000;550,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;19;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;5836;EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE VÍDEO;;;;;-;0,0000;0,0000;1800,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;20;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;4610;EQUIPAMENTOS PARA PURIFICAÇÃO DE ÁGUA;;;;;-;0,0000;0,0000;480,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;21;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;4610;EQUIPAMENTOS PARA PURIFICAÇÃO DE ÁGUA;;;;;-;0,0000;0,0000;1000,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;22;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;6150;EQUIPAMENTOS DIVERSOS PARA GERAÇÃO E DISTRIBUIÇÃO DE ENERGIA;;;;;-;0,0000;0,0000;300,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;23;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;5836;EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE VÍDEO;;;;;-;0,0000;0,0000;600,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;24;Material;170207-90038/2022;MATERIAIS PERMANENTES;CNBS (Catálogo Nacional de Bens e Serviços);Material;5220;CALIBRES DE INSPEÇÃO E FERRAMENTAS DE PRECISÃO;;;;;-;0,0000;0,0000;600,0000;0,0000;29/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;25;Material;170207-90039/2022;AQUISIÇÃO DE MATERIAIS DIVERSOS;CNBS (Catálogo Nacional de Bens e Serviços);Material;6145;FIOS E CABOS ELÉTRICOS;;;;;-;0,0000;0,0000;160,0000;0,0000;08/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;26;Material;170207-90039/2022;AQUISIÇÃO DE MATERIAIS DIVERSOS;CNBS (Catálogo Nacional de Bens e Serviços);Material;6240;LÂMPADAS ELÉTRICAS;;;;;-;0,0000;0,0000;70,0000;0,0000;08/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;27;Material;170207-90039/2022;AQUISIÇÃO DE MATERIAIS DIVERSOS;CNBS (Catálogo Nacional de Bens e Serviços);Material;5930;CHAVES ELÉTRICAS;472;INTERRUPTOR;;;-;0,0000;0,0000;700,0000;0,0000;08/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;28;Material;170207-90039/2022;AQUISIÇÃO DE MATERIAIS DIVERSOS;CNBS (Catálogo Nacional de Bens e Serviços);Material;6240;LÂMPADAS ELÉTRICAS;;;;;-;0,0000;0,0000;70,0000;0,0000;08/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;29;Material;170207-90039/2022;AQUISIÇÃO DE MATERIAIS DIVERSOS;CNBS (Catálogo Nacional de Bens e Serviços);Material;6240;LÂMPADAS ELÉTRICAS;;;;;-;0,0000;0,0000;80,0000;0,0000;08/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;30;Material;170207-90039/2022;AQUISIÇÃO DE MATERIAIS DIVERSOS;CNBS (Catálogo Nacional de Bens e Serviços);Material;6240;LÂMPADAS ELÉTRICAS;;;;;-;0,0000;0,0000;400,0000;0,0000;08/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;31;Serviço;170207-90040/2022;CONTRATAÇÃO DE SERVIÇOS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;;;-;0,0000;0,0000;2000,0000;0,0000;28/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;32;Serviço;170207-90040/2022;CONTRATAÇÃO DE SERVIÇOS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;;;;;-;0,0000;0,0000;15000,0000;0,0000;28/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;33;Serviço;170207-90040/2022;CONTRATAÇÃO DE SERVIÇOS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;;;-;0,0000;0,0000;430000,0000;0,0000;28/12/2023
SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - AM;170207;34;Serviço;170207-90040/2022;CONTRATAÇÃO DE SERVIÇOS;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;833;SERVIÇOS DE ENGENHARIA;;;;;-;0,0000;0,0000;100000,0000;0,0000;28/12/2023
DELEGACIA DA REC.FEDERAL EM BOA VISTA/RR;170213;2;Serviço;170213-90010/2022;Serviços De Investigação E Segurança;CNBS (Catálogo Nacional de Bens e Serviços);Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;23868;PRESTAÇÃO DE SERVIÇO DE  VIGILÂNCIA E SEGURANÇA - ELETRÔNICA24 HORAS DIUTURNAS;POSTO;12,0000;4738,0000;56856,0000;0,0000;03/04/2023
